JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2437309.8,11.0,,,Vis.,TB,,,,,,,,V,,,,R AND,,STD,,,,
2437311.6,10.9,,,Vis.,H,,,,,,,,V,,,,R AND,,STD,,,,
2437312.2,10.4,,,Vis.,LP,,,,,,,,V,,,,R AND,,STD,,,,
2437312.3,10.4,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437312.7,10.6,,,Vis.,CR,,,,,,,,V,,,,R AND,,STD,,,,
2437314.6,11.2,,,Vis.,FE,,,,,,,,V,,,,R AND,,STD,,,,
2437315.4,10.1,,,Vis.,MR,,,,,,,,V,,,,R AND,,STD,,,,
2437316.35,10.0,,,Vis.,MR,,,,,,,,V,,,,R AND,,STD,,,,
2437317.095,<10.6,,,Vis.,OF,IZ,,,,,,,V,,,,R AND,,STD,,,,
2437317.2,9.9,,,Vis.,LP,,,,,,,,V,,,,R AND,,STD,,,,
2437317.3,9.9,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437317.3,10.0,,,Vis.,MR,,,,,,,,V,,,,R AND,,STD,,,,
2437318.25,10.0,,,Vis.,MR,,,,,,,,V,,,,R AND,,STD,,,,
2437318.7,9.6,,,Vis.,MP,,,,,,,,V,,,,R AND,,STD,,,,
2437319.2,9.6,,,Vis.,LP,,,,,,,,V,,,,R AND,,STD,,,,
2437321.6,9.9,,,Vis.,H,,,,,,,,V,,,,R AND,,STD,,,,
2437321.7,<10.6,,,Vis.,SWD,,,,,,,,V,,,,R AND,,STD,,,,
2437323.3,9.4,,,Vis.,LP,,,,,,,,V,,,,R AND,,STD,,,,
2437323.4,9.6,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437323.740,9.6,,,Vis.,AX,,,,,,,,V,,,,R AND,,STD,,,,
2437330.8,9.8,,,Vis.,TB,,,,,,,,V,,,,R AND,,STD,,,,
2437336.3,8.8,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437337.5,9.3,,,Vis.,FE,,,,,,,,V,,,,R AND,,STD,,,,
2437344.6,7.8,,,Vis.,SWD,,,,,,,,V,,,,R AND,,STD,,,,
2437345.34,7.5,,,Vis.,OF,,,,,,,,V,,,,R AND,,STD,,,,
2437345.35,7.5,,,Vis.,OF,,,,,,,,V,,,,R AND,,STD,,,,
2437345.7,7.9,,,Vis.,CR,,,,,,,,V,,,,R AND,,STD,,,,
2437351.3,7.8,,,Vis.,MR,,,,,,,,V,,,,R AND,,STD,,,,
2437352.3,7.9,,,Vis.,MR,,,,,,,,V,,,,R AND,,STD,,,,
2437353.3,7.6,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437356.9,7.2,,,Vis.,HOH,,,,,,,,V,,,,R AND,,STD,,,,
2437357.6,7.0,,,Vis.,H,,,,,,,,V,,,,R AND,,STD,,,,
2437357.6,7.5,,,Vis.,OV,,,,,,,,V,,,,R AND,,STD,,,,
2437360.31,7.0,,,Vis.,LP,,,,,,,,V,,,,R AND,,STD,,,,
2437362.5,7.1,,,Vis.,FE,,,,,,,,V,,,,R AND,,STD,,,,
2437363.3,7.4,,,Vis.,MR,,,,,,,,V,,,,R AND,,STD,,,,
2437364.3,7.3,,,Vis.,MR,,,,,,,,V,,,,R AND,,STD,,,,
2437365.3,7.4,,,Vis.,MR,,,,,,,,V,,,,R AND,,STD,,,,
2437367.3,6.9,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437376.6,7.1,,,Vis.,H,,,,,,,,V,,,,R AND,,STD,,,,
2437378.65,7.2,,,Vis.,LP,,,,,,,,V,,,,R AND,,STD,,,,
2437390.3,6.9,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437453.5,8.7,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437454.8,8.6,,,Vis.,BDA,,,,,,,,V,,,,R AND,,STD,,,,
2437470.5,9.3,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437480.5,9.6,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437489.2,9.7,,,Vis.,HOH,,,,,,,,V,,,,R AND,,STD,,,,
2437501.8,10.7,,,Vis.,RCJ,,,,,,,,V,,,,R AND,,STD,,,,
2437507.2,10.7,,,Vis.,HOH,,,,,,,,V,,,,R AND,,STD,,,,
2437511.7,10.8,,,Vis.,BDA,,,,,,,,V,,,,R AND,,STD,,,,
2437517.7,11.5,,,Vis.,FE,,,,,,,,V,,,,R AND,,STD,,,,
2437519.4,10.9,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437525.7,11.4,,,Vis.,BDA,,,,,,,,V,,,,R AND,,STD,,,,
2437531.8,11.7,,,Vis.,CR,,,,,,,,V,,,,R AND,,STD,,,,
2437535.4,11.5,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437542.6,11.7,,,Vis.,RCJ,,,,,,,,V,,,,R AND,,STD,,,,
2437552.6,12.4,,,Vis.,FE,,,,,,,,V,,,,R AND,,STD,,,,
2437553.6,<11.6,,,Vis.,PT,,,,,,,,V,,,,R AND,,STD,,,,
2437554.7,12.7,,,Vis.,MOE,,,,,,,,V,,,,R AND,,STD,,,,
2437559.3,12.8,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437563.3,12.8,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437571.8,13.6,,,Vis.,CR,,,,,,,,V,,,,R AND,,STD,,,,
2437574.5,<11.6,,,Vis.,SWD,,,,,,,,V,,,,R AND,,STD,,,,
2437575.4,13.3,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437579.6,<11.8,,,Vis.,FD,,,,,,,,V,,,,R AND,,STD,,,,
2437580.6,13.5,,,Vis.,P,,,,,,,,V,,,,R AND,,STD,,,,
2437584.0,<12.9,,,Vis.,HOH,,,,,,,,V,,,,R AND,,STD,,,,
2437585.4,13.7,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437586.775,13.7,,,Vis.,AX,,,,,,,,V,,,,R AND,,STD,,,,
2437605.4,14.3,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437608.3,14.5,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437623.4,<14.0,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437638.8,14.7,,,Vis.,CR,,,,,,,,V,,,,R AND,,STD,,,,
2437640.6,<13.7,,,Vis.,LX,,,,,,,,V,,,,R AND,,STD,,,,
2437642.3,<14.4,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437648.3,<14.0,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437652.3,<13.9,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437667.3,13.4,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437672.785,12.7,,,Vis.,AX,,,,,,,,V,,,,R AND,,STD,,,,
2437676.7,12.5,,,Vis.,CR,,,,,,,,V,,,,R AND,,STD,,,,
2437678.6215,11.7,,,Green-Vis.,GC,  GREEN,,,,,,,V,,,,R AND,,STD,,,,
2437688.6,11.2,,,Vis.,H,,,,,,,,V,,,,R AND,,STD,,,,
2437688.6,11.4,,,Vis.,LS,,,,,,,,V,,,,R AND,,STD,,,,
2437688.8,11.2,,,Vis.,TB,,,,,,,,V,,,,R AND,,STD,,,,
2437693.4,11.0,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437694.3,10.9,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437696.3,10.9,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437696.7,10.6,,,Vis.,FU,,,,,,,,V,,,,R AND,,STD,,,,
2437700.5,10.7,,,Vis.,FE,,,,,,,,V,,,,R AND,,STD,,,,
2437702.7,10.7,,,Vis.,CR,,,,,,,,V,,,,R AND,,STD,,,,
2437705.3,10.3,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437709.6,9.7,,,Vis.,AK,,,,,,,,V,,,,R AND,,STD,,,,
2437713.4,9.8,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437713.5,9.8,,,Vis.,SC,,,,,,,,V,,,,R AND,,STD,,,,
2437716.6,9.7,,,Vis.,H,,,,,,,,V,,,,R AND,,STD,,,,
2437716.6,9.6,,,Vis.,SB,,,,,,,,V,,,,R AND,,STD,,,,
2437725.6,9.5,,,Vis.,LS,,,,,,,,V,,,,R AND,,STD,,,,
2437727.5,9.6,,,Vis.,SC,,,,,,,,V,,,,R AND,,STD,,,,
2437731.3,8.9,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437737.3,8.7,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437785.0,6.9,,,Vis.,FU,,,,,,,,V,,,,R AND,,STD,,,,
2437803.5,7.0,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437818.6,7.6,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437818.6,7.1,,,Vis.,OV,,,,,,,,V,,,,R AND,,STD,,,,
2437820.5,7.7,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437828.5,7.7,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437832.7,7.7,,,Vis.,BDA,,,,,,,,V,,,,R AND,,STD,,,,
2437843.8,8.0,,,Vis.,BM,,,,,,,,V,,,,R AND,,STD,,,,
2437849.8,8.9,,,Vis.,LVG,,,,,,,,V,,,,R AND,,STD,,,,
2437850.9,8.3,,,Vis.,FU,,,,,,,,V,,,,R AND,,STD,,,,
2437852.7,8.9,,,Vis.,FE,,,,,,,,V,,,,R AND,,STD,,,,
2437855.6,8.5,,,Vis.,H,,,,,,,,V,,,,R AND,,STD,,,,
2437855.7,8.3,,,Vis.,BDA,,,,,,,,V,,,,R AND,,STD,,,,
2437856.4,8.2,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437864.4,8.5,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437867.8,8.4,,,Vis.,BOR,,,,,,,,V,,,,R AND,,STD,,,,
2437869.5,8.7,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437873.7,9.1,,,Vis.,SCH,,,,,,,,V,,,,R AND,,STD,,,,
2437873.8,9.7,,,Vis.,LVG,,,,,,,,V,,,,R AND,,STD,,,,
2437874.8,8.6,,,Vis.,BOR,,,,,,,,V,,,,R AND,,STD,,,,
2437874.8,9.7,,,Vis.,DWM,,,,,,,,V,,,,R AND,,STD,,,,
2437877.8,9.4,,,Vis.,AC,,,,,,,,V,,,,R AND,,STD,,,,
2437879.6,9.1,,,Vis.,OV,,,,,,,,V,,,,R AND,,STD,,,,
2437880.6,8.5,,,Vis.,SWD,,,,,,,,V,,,,R AND,,STD,,,,
2437880.8,9.1,,,Vis.,BM,,,,,,,,V,,,,R AND,,STD,,,,
2437884.4,9.2,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437886.42,9.3,,,Vis.,CC,,,,,,,,V,,,,R AND,,STD,,,,
2437888.6,9.6,,,Vis.,H,,,,,,,,V,,,,R AND,,STD,,,,
2437888.8,9.4,,,Vis.,CR,,,,,,,,V,,,,R AND,,STD,,,,
2437895.7,9.5,,,Vis.,BOR,,,,,,,,V,,,,R AND,,STD,,,,
2437898.7,9.8,,,Vis.,FD,,,,,,,,V,,,,R AND,,STD,,,,
2437898.7,9.3,,,Vis.,SB,,,,,,,,V,,,,R AND,,STD,,,,
2437899.7,9.6,,,Vis.,ABH,,,,,,,,V,,,,R AND,,STD,,,,
2437900.6,9.7,,,Vis.,SC,,,,,,,,V,,,,R AND,,STD,,,,
2437900.7,9.8,,,Vis.,LD,,,,,,,,V,,,,R AND,,STD,,,,
2437901.9,10.6,,,Vis.,FU,,,,,,,,V,,,,R AND,,STD,,,,
2437902.6,9.6,,,Vis.,AC,,,,,,,,V,,,,R AND,,STD,,,,
2437902.6,9.9,,,Vis.,H,,,,,,,,V,,,,R AND,,STD,,,,
2437902.7,9.4,,,Vis.,BDA,,,,,,,,V,,,,R AND,,STD,,,,
2437902.8,9.8,,,Vis.,LVG,,,,,,,,V,,,,R AND,,STD,,,,
2437903.4,9.7,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437903.8,10.3,,,Vis.,RDL,,,,,,,,V,,,,R AND,,STD,,,,
2437904.6,9.9,,,Vis.,LS,,,,,,,,V,,,,R AND,,STD,,,,
2437904.7,9.6,,,Vis.,RCJ,,,,,,,,V,,,,R AND,,STD,,,,
2437907.6,10.0,,,Vis.,FE,,,,,,,,V,,,,R AND,,STD,,,,
2437907.7,9.8,,,Vis.,HHG,,,,,,,,V,,,,R AND,,STD,,,,
2437907.8,9.7,,,Vis.,SB,,,,,,,,V,,,,R AND,,STD,,,,
2437909.3,9.8,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437910.5,10.3,,,Vis.,SWD,,,,,,,,V,,,,R AND,,STD,,,,
2437910.8,10.3,,,Vis.,CR,,,,,,,,V,,,,R AND,,STD,,,,
2437911.7,10.6,,,Vis.,LX,,,,,,,,V,,,,R AND,,STD,,,,
2437914.7,10.7,,,Vis.,FE,,,,,,,,V,,,,R AND,,STD,,,,
2437916.6,10.3,,,Vis.,FD,,,,,,,,V,,,,R AND,,STD,,,,
2437916.6,10.7,,,Vis.,OV,,,,,,,,V,,,,R AND,,STD,,,,
2437921.5,10.5,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437924.7,11.6,,,Vis.,SB,,,,,,,,V,,,,R AND,,STD,,,,
2437929.7,10.2,,,Vis.,AC,,,,,,,,V,,,,R AND,,STD,,,,
2437931.4,11.4,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437938.6,11.6,,,Vis.,BOR,,,,,,,,V,,,,R AND,,STD,,,,
2437939.3,11.6,,,Vis.,BNW,,,,,,,,V,,,,R AND,,STD,,,,
2437940.6,11.9,,,Vis.,H,,,,,,,,V,,,,R AND,,STD,,,,
2437940.7,11.6,,,Vis.,SB,,,,,,,,V,,,,R AND,,STD,,,,
2437945.7,11.4,,,Vis.,CR,,,,,,,,V,,,,R AND,,STD,,,,
2437957.7,11.9,,,Vis.,FD,,,,,,,,V,,,,R AND,,STD,,,,
2437959.7,12.2,,,Vis.,BOR,,,,,,,,V,,,,R AND,,STD,,,,
2437960.6,12.2,,,Vis.,PT,,,,,,,,V,,,,R AND,,STD,,,,
2437961.7,11.7,,,Vis.,HK,,,,,,,,V,,,,R AND,,STD,,,,
2437962.6,12.9,,,Vis.,LX,,,,,,,,V,,,,R AND,,STD,,,,
2437962.7,12.4,,,Vis.,SB,,,,,,,,V,,,,R AND,,STD,,,,
2437972.7,13.5,,,Vis.,SB,,,,,,,,V,,,,R AND,,STD,,,,
2437973.6,13.1,,,Vis.,CR,,,,,,,,V,,,,R AND,,STD,,,,
2437975.8,13.2,,,Vis.,FD,,,,,,,,V,,,,R AND,,STD,,,,
2437985.6,13.4,,,Vis.,SSA,,,,,,,,V,,,,R AND,,STD,,,,
2437992.6,13.5,,,Vis.,LX,,,,,,,,V,,,,R AND,,STD,,,,
2437994.6,13.9,,,Vis.,BOR,,,,,,,,V,,,,R AND,,STD,,,,
2437998.5,13.6,,,Vis.,AWC,,,,,,,,V,,,,R AND,,STD,,,,
2437998.7,13.8,,,Vis.,FD,,,,,,,,V,,,,R AND,,STD,,,,
2438000.34,13.4,,,Vis.,OF,,,,,,,,V,,,,R AND,,STD,,,,
2438000.8,14.0,,,Vis.,FD,,,,,,,,V,,,,R AND,,STD,,,,
2438015.6,13.4,,,Vis.,AD,,,,,,,,V,,,,R AND,,STD,,,,
2438019.7,<13.7,,,Vis.,SB,,,,,,,,V,,,,R AND,,STD,,,,
2438028.6,13.4,,,Vis.,AD,,,,,,,,V,,,,R AND,,STD,,,,
2438049.7,13.0,,,Vis.,CR,,,,,,,,V,,,,R AND,,STD,,,,
2438051.6,14.1,,,Vis.,FD,,,,,,,,V,,,,R AND,,STD,,,,
2438058.6,13.2,,,Vis.,AD,,,,,,,,V,,,,R AND,,STD,,,,
2438075.6,12.7,,,Vis.,HTI,,,,,,,,V,,,,R AND,,STD,,,,
2438075.6,13.0,,,Vis.,WTF,,,,,,,,V,,,,R AND,,STD,,,,
2438077.5,12.6,,,Vis.,ST,,,,,,,,V,,,,R AND,,STD,,,,
2438078.6,12.7,,,Vis.,AD,,,,,,,,V,,,,R AND,,STD,,,,
2438078.6,12.8,,,Vis.,SB,,,,,,,,V,,,,R AND,,STD,,,,
2438088.6,11.9,,,Vis.,LW,,,,,,,,V,,,,R AND,,STD,,,,
2438103.5,11.6,,,Vis.,ST,,,,,,,,V,,,,R AND,,STD,,,,
2438171.9,5.8,,,Vis.,FR,,,,,,,,V,,,,R AND,,STD,,,,
2438199.7,6.5,,,Vis.,ST,,,,,,,,V,,,,R AND,,STD,,,,
2438203.8,6.6,,,Vis.,FD,,,,,,,,V,,,,R AND,,STD,,,,
2438209.9,6.9,,,Vis.,WTF,,,,,,,,V,,,,R AND,,STD,,,,
2438211.9,6.2,,,Vis.,CR,,,,,,,,V,,,,R AND,,STD,,,,
2438226.7,6.9,,,Vis.,ST,,,,,,,,V,,,,R AND,,STD,,,,
2438228.7,6.9,,,Vis.,HTI,,,,,,,,V,,,,R AND,,STD,,,,
2438228.7,6.9,,,Vis.,WTF,,,,,,,,V,,,,R AND,,STD,,,,
2438228.8,7.4,,,Vis.,KRS,,,,,,,,V,,,,R AND,,STD,,,,
2438230.8,7.6,,,Vis.,AC,,,,,,,,V,,,,R AND,,STD,,,,
2438236.8,7.6,,,Vis.,FD,,,,,,,,V,,,,R AND,,STD,,,,
2438236.8,6.9,,,Vis.,SZY,,,,,,,,V,,,,R AND,,STD,,,,
2438237.7,7.6,,,Vis.,DC,,,,,,,,V,,,,R AND,,STD,,,,
2438242.7,8.0,,,Vis.,BXJ,,,,,,,,V,,,,R AND,,STD,,,,
2438242.8,7.6,,,Vis.,AC,,,,,,,,V,,,,R AND,,STD,,,,
2438244.7,7.6,,,Vis.,WTF,,,,,,,,V,,,,R AND,,STD,,,,
2438249.7,7.9,,,Vis.,VT,,,,,,,,V,,,,R AND,,STD,,,,
2438250.6,7.2,,,Vis.,ST,,,,,,,,V,,,,R AND,,STD,,,,
2438252.6,8.2,,,Vis.,OV,,,,,,,,V,,,,R AND,,STD,,,,
2438252.7,7.9,,,Vis.,HTI,,,,,,,,V,,,,R AND,,STD,,,,
2438252.7,8.0,,,Vis.,WTF,,,,,,,,V,,,,R AND,,STD,,,,
2438255.8,8.3,,,Vis.,SB,,,,,,,,V,,,,R AND,,STD,,,,
2438256.6,8.1,,,Vis.,H,,,,,,,,V,,,,R AND,,STD,,,,
2438256.7,8.0,,,Vis.,AC,,,,,,,,V,,,,R AND,,STD,,,,
2438256.7,8.2,,,Vis.,DC,,,,,,,,V,,,,R AND,,STD,,,,
2438256.7,8.1,,,Vis.,FD,,,,,,,,V,,,,R AND,,STD,,,,
2438257.7,8.8,,,Vis.,BXJ,,,,,,,,V,,,,R AND,,STD,,,,
2438260.6,8.4,,,Vis.,OV,,,,,,,,V,,,,R AND,,STD,,,,
2438262.7,7.9,,,Vis.,KRS,,,,,,,,V,,,,R AND,,STD,,,,
2438262.8,8.3,,,Vis.,HTI,,,,,,,,V,,,,R AND,,STD,,,,
2438262.8,8.3,,,Vis.,WTF,,,,,,,,V,,,,R AND,,STD,,,,
2438263.6,8.1,,,Vis.,FE,,,,,,,,V,,,,R AND,,STD,,,,
2438263.7,8.8,,,Vis.,BXJ,,,,,,,,V,,,,R AND,,STD,,,,
2438263.8,8.8,,,Vis.,SB,,,,,,,,V,,,,R AND,,STD,,,,
2438264.38,8.5,,,Vis.,CC,,,,,,,,V,,,,R AND,,STD,,,,
2438264.6,8.0,,,Vis.,ST,,,,,,,,V,,,,R AND,,STD,,,,
2438264.7,7.6,,,Vis.,PDC,,,,,,,,V,,,,R AND,,STD,,,,
2438264.7,8.4,,,Vis.,SFR,,,,,,,,V,,,,R AND,,STD,,,,
2438264.7,8.2,,,Vis.,VT,,,,,,,,V,,,,R AND,,STD,,,,
2438266.6,8.5,,,Vis.,OV,,,,,,,,V,,,,R AND,,STD,,,,
2438267.7,8.5,,,Vis.,DC,,,,,,,,V,,,,R AND,,STD,,,,
2438267.7,8.5,,,Vis.,RCJ,,,,,,,,V,,,,R AND,,STD,,,,
2438271.7,8.1,,,Vis.,BOR,,,,,,,,V,,,,R AND,,STD,,,,
2438271.8,8.9,,,Vis.,CR,,,,,,,,V,,,,R AND,,STD,,,,
2438272.6,8.8,,,Vis.,BXJ,,,,,,,,V,,,,R AND,,STD,,,,
2438278.7,9.1,,,Vis.,LM,,,,,,,,V,,,,R AND,,STD,,,,
2438279.6,8.9,,,Vis.,HTI,,,,,,,,V,,,,R AND,,STD,,,,
2438279.6,8.7,,,Vis.,WTF,,,,,,,,V,,,,R AND,,STD,,,,
2438279.7,8.7,,,Vis.,OBS,,,,,,,,V,,,,R AND,,STD,,,,
2438279.9,8.6,,,Vis.,ST,,,,,,,,V,,,,R AND,,STD,,,,
2438281.6,9.6,,,Vis.,RG,,,,,,,,V,,,,R AND,,STD,,,,
2438283.6,9.4,,,Vis.,DC,,,,,,,,V,,,,R AND,,STD,,,,
2438283.6,9.1,,,Vis.,H,,,,,,,,V,,,,R AND,,STD,,,,
2438283.6,8.8,,,Vis.,OV,,,,,,,,V,,,,R AND,,STD,,,,
2438283.6,9.2,,,Vis.,SFR,,,,,,,,V,,,,R AND,,STD,,,,
2438283.6,9.0,,,Vis.,YUL,,,,,,,,V,,,,R AND,,STD,,,,
2438284.6,8.8,,,Vis.,OBS,,,,,,,,V,,,,R AND,,STD,,,,
2438284.6,8.9,,,Vis.,SB,,,,,,,,V,,,,R AND,,STD,,,,
2438286.6,8.8,,,Vis.,FE,,,,,,,,V,,,,R AND,,STD,,,,
2438286.7,8.9,,,Vis.,BOR,,,,,,,,V,,,,R AND,,STD,,,,
2438286.7,9.1,,,Vis.,VT,,,,,,,,V,,,,R AND,,STD,,,,
2438288.7,9.5,,,Vis.,HTI,,,,,,,,V,,,,R AND,,STD,,,,
2438288.7,9.4,,,Vis.,WTF,,,,,,,,V,,,,R AND,,STD,,,,
2438290.32,9.3,,,Vis.,CC,,,,,,,,V,,,,R AND,,STD,,,,
2438290.6,9.4,,,Vis.,ST,,,,,,,,V,,,,R AND,,STD,,,,
2438291.6,9.3,,,Vis.,FE,,,,,,,,V,,,,R AND,,STD,,,,
2438291.7,9.8,,,Vis.,LD,,,,,,,,V,,,,R AND,,STD,,,,
2438292.6,9.0,,,Vis.,YUL,,,,,,,,V,,,,R AND,,STD,,,,
2438293.5,9.7,,,Vis.,RG,,,,,,,,V,,,,R AND,,STD,,,,
2438295.7,9.6,,,Vis.,PLE,,,,,,,,V,,,,R AND,,STD,,,,
2438296.8,8.5,,,Vis.,SZY,,,,,,,,V,,,,R AND,,STD,,,,
2438297.6,9.6,,,Vis.,DC,,,,,,,,V,,,,R AND,,STD,,,,
2438297.7,9.3,,,Vis.,FD,,,,,,,,V,,,,R AND,,STD,,,,
2438298.7,9.5,,,Vis.,LM,,,,,,,,V,,,,R AND,,STD,,,,
2438299.6,9.8,,,Vis.,RG,,,,,,,,V,,,,R AND,,STD,,,,
2438299.8,9.6,,,Vis.,LW,,,,,,,,V,,,,R AND,,STD,,,,
2438300.7,9.5,,,Vis.,KRS,,,,,,,,V,,,,R AND,,STD,,,,
2438301.6,9.5,,,Vis.,SB,,,,,,,,V,,,,R AND,,STD,,,,
2438302.6,9.8,,,Vis.,RG,,,,,,,,V,,,,R AND,,STD,,,,
2438302.7,9.6,,,Vis.,CR,,,,,,,,V,,,,R AND,,STD,,,,
2438304.4,10.0,,,Vis.,CMG,,,,,,0,,Z,,,,R AND,,STD,,,,
2438304.9,9.5,,,Vis.,ST,,,,,,,,V,,,,R AND,,STD,,,,
2438307.4,10.1,,,Vis.,CMG,,,,,,0,,Z,,,,R AND,,STD,,,,
2438309.6,9.0,,,Vis.,YUL,,,,,,,,V,,,,R AND,,STD,,,,
2438309.6979,10.0,,,Vis.,RG,,,,,,,,V,,,,R AND,,STD,,,,
2438309.7,9.9,,,Vis.,KRS,,,,,,,,V,,,,R AND,,STD,,,,
2438310.4,10.1,,,Vis.,CMG,,,,,,0,,Z,,,,R AND,,STD,,,,
2438310.6,9.7,,,Vis.,FE,,,,,,,,V,,,,R AND,,STD,,,,
2438310.7,10.0,,,Vis.,HTI,,,,,,,,V,,,,R AND,,STD,,,,
2438310.7,10.4,,,Vis.,LM,,,,,,,,V,,,,R AND,,STD,,,,
2438310.7,10.0,,,Vis.,WTF,,,,,,,,V,,,,R AND,,STD,,,,
2438311.6,10.1,,,Vis.,H,,,,,,,,V,,,,R AND,,STD,,,,
2438311.7,10.1,,,Vis.,HR,,,,,,,,V,,,,R AND,,STD,,,,
2438311.9,10.0,,,Vis.,FR,,,,,,,,V,,,,R AND,,STD,,,,
2438313.6,9.9,,,Vis.,SB,,,,,,,,V,,,,R AND,,STD,,,,
2438313.7,10.7,,,Vis.,FD,,,,,,,,V,,,,R AND,,STD,,,,
2438313.8,9.8,,,Vis.,FR,,,,,,,,V,,,,R AND,,STD,,,,
2438315.4,10.3,,,Vis.,CMG,,,,,,0,,Z,,,,R AND,,STD,,,,
2438315.6,10.1,,,Vis.,FR,,,,,,,,V,,,,R AND,,STD,,,,
2438315.8,9.9,,,Vis.,BOR,,,,,,,,V,,,,R AND,,STD,,,,
2438315.8,10.5,,,Vis.,LTJ,,,,,,,,V,,,,R AND,,STD,,,,
2438316.4,10.4,,,Vis.,CMG,,,,,,0,,Z,,,,R AND,,STD,,,,
2438316.6,9.8,,,Vis.,AD,,,,,,,,V,,,,R AND,,STD,,,,
2438317.5,10.0,,,Vis.,HE,,,,,,,,V,,,,R AND,,STD,,,,
2438317.6,9.8,,,Vis.,SFR,,,,,,,,V,,,,R AND,,STD,,,,
2438317.9,9.7,,,Vis.,ST,,,,,,,,V,,,,R AND,,STD,,,,
2438318.6,9.5,,,Vis.,YUL,,,,,,,,V,,,,R AND,,STD,,,,
2438318.7,9.9,,,Vis.,LM,,,,,,,,V,,,,R AND,,STD,,,,
2438318.7,10.3,,,Vis.,RCJ,,,,,,,,V,,,,R AND,,STD,,,,
2438319.6,9.8,,,Vis.,YUL,,,,,,,,V,,,,R AND,,STD,,,,
2438321.4,10.6,,,Vis.,CMG,,,,,,0,,Z,,,,R AND,,STD,,,,
2438322.45,9.9,,,Green-Vis.,OF,  GREEN,,,,,,,V,,,,R AND,,STD,,,,
2438322.45,10.0,,,Vis.,OF,E,,,,,,,V,,,,R AND,,STD,,,,
2438322.5,10.1,,,Vis.,FE,,,,,,,,V,,,,R AND,,STD,,,,
2438323.7,10.0,,,Vis.,SB,,,,,,,,V,,,,R AND,,STD,,,,
2438325.4,10.7,,,Vis.,CMG,,,,,,0,,Z,,,,R AND,,STD,,,,
2438325.7,10.1,,,Vis.,KRS,,,,,,,,V,,,,R AND,,STD,,,,
2438326.7,10.4,,,Vis.,LW,,,,,,,,V,,,,R AND,,STD,,,,
2438328.6,10.6,,,Vis.,AC,,,,,,,,V,,,,R AND,,STD,,,,
